Cluster_name,r_kpc,rerr_kpc,kT_keV,kT_err_minus,kT_err_plus,ne_g_cm3,ne_err_minus,ne_err_plus,K,K_err_minus,K_err_plus,RA,DEC
--,kpc,kpc,keV,keV,keV,g cm3,g cm3,g cm3,keV cm2,keV cm2,keV cm2,deg,deg
--,--,--,--,--,--,--,--,--,--,--,--,--,--
NGC_2563_GROUP,2.494,0.831,0.815,0.048,0.068,0.03645,0.001298,0.001298,7.413,0.775,0.629,125.14852,21.06788
NGC_2563_GROUP,4.989,1.663,1.046,0.055,0.059,0.01278,0.0004298,0.0004309,19.131,1.473,1.471,125.14852,21.06788
NGC_2563_GROUP,9.146,2.494,1.641,0.169,0.167,0.003947,0.0001946,0.0001983,65.706,8.551,9.3,125.14852,21.06788
NGC_2563_GROUP,14.966,3.326,1.75,0.508,0.243,0.002662,0.0001727,0.0001788,91.11,15.871,32.026,125.14852,21.06788
NGC_2563_GROUP,21.618,3.326,2.395,0.433,0.329,0.00153,0.000115,0.0001204,180.402,32.116,44.555,125.14852,21.06788
NGC_2563_GROUP,28.27,3.326,2.197,0.326,0.29,0.001165,9.40E-05,9.90E-05,198.369,34.869,43.316,125.14852,21.06788
NGC_2563_GROUP,34.922,3.326,1.443,0.198,0.169,0.001189,0.000107,0.0001157,128.58,21.396,27.97,125.14852,21.06788
NGC_2563_GROUP,41.573,3.326,1.283,0.121,0.201,0.00107,5.16E-05,5.21E-05,122.641,22.41,16.104,125.14852,21.06788
ABELL_3739,21.223,21.223,5.404,0.697,0.612,0.008375,0.0006703,0.0007025,131.032,20.652,25.798,316.0798,-41.34487
ABELL_3739,56.595,14.149,5.404,0.697,0.612,0.005238,0.0004445,0.0004753,179.167,28.687,36.351,316.0798,-41.34487
ABELL_3739,84.893,14.149,5.767,0.765,0.696,0.005055,0.000267,0.0002767,195.787,29.448,34.462,316.0798,-41.34487
ABELL_3739,113.191,14.149,6.134,0.834,0.781,0.004254,0.0002075,0.0002119,233.611,36.134,40.971,316.0798,-41.34487
ABELL_3739,141.488,14.149,6.501,0.903,0.867,0.003256,0.0001834,0.0001892,295.9,48.651,54.841,316.0798,-41.34487
ABELL_3739,169.786,14.149,6.868,0.973,0.952,0.002837,0.0001515,0.0001565,342.678,57.568,63.601,316.0798,-41.34487
ABELL_3739,198.084,14.149,6.725,0.966,0.926,0.002444,0.0001327,0.000138,370.588,62.113,70.01,316.0798,-41.34487
ABELL_3739,226.381,14.149,6.446,0.941,0.871,0.002001,0.0001265,0.0001329,405.929,68.925,81.045,316.0798,-41.34487
ABELL_3739,254.679,14.149,6.167,0.915,0.816,0.001918,0.0001083,0.000112,399.476,65.314,78.021,316.0798,-41.34487
ABELL_3739,282.977,14.149,5.888,0.889,0.761,0.001292,0.0001292,0.0001389,496.43,90.757,119.959,316.0798,-41.34487
ABELL_3739,311.274,14.149,5.662,0.87,0.716,0.001468,9.94E-05,0.0001032,438.472,71.848,92.586,316.0798,-41.34487
ABELL_3739,339.572,14.149,5.64,0.881,0.714,0.001461,8.52E-05,8.91E-05,437.966,69.616,90.082,316.0798,-41.34487
ABELL_3739,374.944,21.223,5.613,0.894,0.711,0.001053,6.66E-05,7.00E-05,542.347,87.652,115.898,316.0798,-41.34487
ABELL_3739,417.391,21.223,5.58,0.91,0.707,0.0009299,6.14E-05,6.46E-05,585.725,95.516,129.052,316.0798,-41.34487
ABELL_3739,459.837,21.223,5.547,0.926,0.703,0.0008441,5.59E-05,5.89E-05,621.069,101.399,139.524,316.0798,-41.34487
ABELL_3739,509.358,28.298,5.509,0.945,0.698,0.0006817,4.42E-05,4.65E-05,711.203,115.615,162.116,316.0798,-41.34487
ABELL_3739,615.474,77.819,5.506,0.946,0.698,0.0006135,1.44E-05,1.45E-05,762.562,106.871,145.353,316.0798,-41.34487
ABELL_2151,3.635,3.635,1.898,0.104,0.163,0.03706,0.001364,0.001377,17.076,1.838,1.396,241.14953,17.72149
ABELL_2151,9.088,1.818,2.047,0.127,0.161,0.0197,0.001224,0.001268,28.065,3.23,3.099,241.14953,17.72149
ABELL_2151,12.723,1.818,2.192,0.15,0.16,0.01263,0.001056,0.001121,40.414,4.897,5.528,241.14953,17.72149
ABELL_2151,16.358,1.818,2.312,0.18,0.168,0.01219,0.0007372,0.000769,43.632,4.723,5.494,241.14953,17.72149
ABELL_2151,19.993,1.818,2.408,0.218,0.185,0.01057,0.0005954,0.0006129,49.992,5.497,6.732,241.14953,17.72149
ABELL_2151,23.628,1.818,2.468,0.22,0.204,0.007289,0.0006378,0.0006856,65.639,8.705,10.73,241.14953,17.72149
ABELL_2151,27.263,1.818,2.495,0.193,0.225,0.007445,0.0005276,0.0005549,65.442,8.562,8.795,241.14953,17.72149
ABELL_2151,30.898,1.818,2.503,0.209,0.236,0.006956,0.0004946,0.0005186,68.678,9.269,9.678,241.14953,17.72149
ABELL_2151,34.534,1.818,2.493,0.263,0.239,0.004828,0.000633,0.0007187,87.265,14.583,20.169,241.14953,17.72149
ABELL_2151,38.169,1.818,2.485,0.279,0.243,0.006553,0.0004203,0.0004418,70.965,9.544,11.733,241.14953,17.72149
ABELL_2151,41.804,1.818,2.48,0.261,0.249,0.003705,0.0005682,0.000658,103.563,18.86,26.824,241.14953,17.72149
ABELL_2151,45.439,1.818,2.461,0.259,0.254,0.005672,0.0003381,0.0003511,77.386,10.618,11.88,241.14953,17.72149
ABELL_2151,49.074,1.818,2.431,0.273,0.258,0.003736,0.0004463,0.0005004,100.982,17.262,22.66,241.14953,17.72149
ABELL_2151,52.709,1.818,2.414,0.256,0.274,0.003767,0.0003967,0.0004369,99.697,17.021,20.008,241.14953,17.72149
ABELL_2151,56.344,1.818,2.408,0.21,0.3,0.004476,0.0002962,0.0003119,88.656,14.307,12.48,241.14953,17.72149
ABELL_2151,59.979,1.818,2.422,0.188,0.3,0.00265,0.0004343,0.0005106,126.468,26.327,30.743,241.14953,17.72149
ABELL_2151,63.614,1.818,2.453,0.189,0.275,0.004085,0.0002884,0.0003044,95.99,14.547,12.864,241.14953,17.72149
ABELL_2151,67.25,1.818,2.505,0.207,0.266,0.004311,0.0002578,0.0002686,94.564,13.236,12.286,241.14953,17.72149
ABELL_2151,70.885,1.818,2.575,0.24,0.27,0.001725,0.0005079,0.000731,178.993,44.115,103.578,241.14953,17.72149
ABELL_2151,74.52,1.818,2.649,0.273,0.276,0.003993,0.0002269,0.0002346,105.236,14.385,15.614,241.14953,17.72149
ABELL_2151,78.155,1.818,2.78,0.284,0.297,0.002094,0.0003782,0.0004499,169.88,34.055,50.091,241.14953,17.72149
ABELL_2151,81.79,1.818,2.912,0.295,0.318,0.003338,0.0002349,0.0002491,130.382,19.392,20.808,241.14953,17.72149
ABELL_2151,85.425,1.818,3.033,0.303,0.337,0.003106,0.0002347,0.00025,142.454,21.848,23.257,241.14953,17.72149
ABELL_2151,89.06,1.818,2.946,0.267,0.324,0.001673,0.0003682,0.0004676,209.052,46.124,74.67,241.14953,17.72149
ABELL_2151,92.695,1.818,2.859,0.232,0.311,0.002549,0.0002417,0.0002625,153.236,24.689,24.86,241.14953,17.72149
ABELL_2151,96.33,1.818,2.773,0.196,0.298,0.002154,0.0002676,0.0003004,166.268,29.037,30.492,241.14953,17.72149
ABELL_2151,101.783,3.635,2.854,0.225,0.298,0.002186,0.000128,0.0001338,169.481,23.365,21.242,241.14953,17.72149
ABELL_2151,109.053,3.635,3.074,0.308,0.308,0.001637,0.0001431,0.0001543,221.288,33.013,38.792,241.14953,17.72149
ABELL_2151,116.323,3.635,3.029,0.334,0.323,0.001826,0.0001231,0.0001299,202.768,29.315,33.702,241.14953,17.72149
ABELL_2151,123.594,3.635,2.75,0.309,0.341,0.001713,0.0001284,0.0001366,192.126,31.745,33.771,241.14953,17.72149
ABELL_2151,130.864,3.635,2.494,0.284,0.355,0.001724,0.0001247,0.0001323,173.433,31.474,30.326,241.14953,17.72149
ABELL_2151,138.134,3.635,2.531,0.259,0.317,0.001603,0.0001194,0.0001269,184.742,30.677,30.388,241.14953,17.72149
ABELL_2151,145.404,3.635,2.567,0.233,0.278,0.001532,0.0001124,0.0001194,193.213,28.879,29.251,241.14953,17.72149
ABELL_2151,152.675,3.635,2.618,0.213,0.245,0.001158,0.0001302,0.0001444,237.388,36.934,43.138,241.14953,17.72149
ABELL_2151,159.945,3.635,2.881,0.277,0.287,0.001501,9.32E-05,9.78E-05,219.815,29.661,32.171,241.14953,17.72149
ABELL_2151,167.215,3.635,3.144,0.34,0.329,0.0009191,0.0001301,0.0001493,332.604,59.926,82.221,241.14953,17.72149
ABELL_2151,176.303,5.453,3.442,0.416,0.379,0.0009359,8.22E-05,8.87E-05,359.79,57.13,71.112,241.14953,17.72149
ABELL_2151,185.391,3.635,3.247,0.426,0.405,0.0008766,0.0001173,0.0001333,354.465,69.136,93.059,241.14953,17.72149
ABELL_2151,194.478,5.453,3.053,0.435,0.43,0.001138,6.21E-05,6.47E-05,280.091,47.863,52.66,241.14953,17.72149
ABELL_2151,205.384,5.453,2.746,0.4,0.412,0.0008109,8.05E-05,8.80E-05,315.75,63.753,74.853,241.14953,17.72149
ABELL_2151,216.289,5.453,2.371,0.324,0.348,0.0009159,7.07E-05,7.54E-05,251.421,47.293,51.154,241.14953,17.72149
ABELL_2151,227.194,5.453,2.345,0.301,0.344,0.0009602,6.34E-05,6.68E-05,240.9,43.908,44.296,241.14953,17.72149
ABELL_2151,238.1,5.453,2.634,0.327,0.393,0.0009794,5.54E-05,5.77E-05,267.066,48.038,45.587,241.14953,17.72149
ABELL_2151,249.005,5.453,2.923,0.354,0.442,0.0006653,7.18E-05,8.06E-05,383.524,79.542,85.014,241.14953,17.72149
ABELL_2151,261.728,7.27,2.95,0.356,0.447,0.0005988,2.68E-05,2.69E-05,415.244,73.054,64.591,241.14953,17.72149
NGC_6868,0.488,0.488,5.564,0.763,0.503,0.1295,0.00244,0.002435,21.738,2.21,3.296,302.47542,-48.37989
NGC_6868,1.465,0.488,0.787,0.034,0.037,0.05884,0.001541,0.001554,5.202,0.329,0.322,302.47542,-48.37989
NGC_6868,2.442,0.488,0.736,0.047,0.143,0.0254,0.001416,0.001466,8.517,1.899,0.91,302.47542,-48.37989
NGC_6868,3.908,0.977,0.676,0.082,0.044,0.009968,0.0005703,0.0005857,14.595,1.447,2.445,302.47542,-48.37989
NGC_6868,5.861,0.977,0.667,0.033,0.038,0.00555,0.0003659,0.0003793,21.279,2.049,2.132,302.47542,-48.37989
NGC_6868,7.815,0.977,0.632,0.036,0.039,0.003441,0.0004209,0.0004721,27.727,3.637,4.609,302.47542,-48.37989
NGC_6868,9.281,0.488,0.645,0.052,0.051,0.00505,0.0004657,0.0004966,21.912,2.885,3.458,302.47542,-48.37989
NGC_6868,10.258,0.488,0.653,0.033,0.043,0.002974,0.0003778,0.0004261,31.576,4.34,5.198,302.47542,-48.37989
NGC_6868,11.235,0.488,0.617,0.032,0.071,0.004441,0.0003337,0.000355,22.836,3.581,2.556,302.47542,-48.37989
NGC_6868,12.211,0.488,0.353,0.165,0.117,0.003526,0.0005439,0.0006337,15.239,5.98,10.28,302.47542,-48.37989
NGC_6868,13.188,0.488,0.488,0.079,0.079,0.001655,0.000631,0.001134,34.882,11.311,52.733,302.47542,-48.37989
NGC_6868,14.165,0.488,0.598,0.04,0.044,0.003466,0.000216,0.0002267,26.11,2.877,3.031,302.47542,-48.37989
NGC_6868,15.142,0.488,0.604,0.033,0.043,0.001365,0.0004332,0.0006333,49.086,11.122,29.389,302.47542,-48.37989
NGC_6868,16.119,0.488,0.591,0.034,0.037,0.002092,0.000318,0.0003632,36.146,5.324,7.243,302.47542,-48.37989
NGC_6868,17.096,0.488,0.561,0.041,0.028,0.002319,0.0003615,0.0004221,32.022,4.4,7.266,302.47542,-48.37989
NGC_6868,18.073,0.488,0.582,0.055,0.061,0.003238,0.0002396,0.0002546,26.592,3.894,4.147,302.47542,-48.37989
NGC_6868,19.538,0.977,0.643,0.029,0.039,0.002115,0.0001648,0.0001758,39.023,4.155,4.189,302.47542,-48.37989
NGC_6868,21.492,0.977,0.626,0.029,0.033,0.001608,0.0001206,0.0001284,45.608,4.439,4.834,302.47542,-48.37989
NGC_6868,23.446,0.977,0.595,0.032,0.039,0.001726,0.0001184,0.0001251,41.348,4.382,4.465,302.47542,-48.37989
NGC_6868,25.4,0.977,0.645,0.049,0.046,0.0012,0.0001478,0.0001659,57.131,8.029,10.755,302.47542,-48.37989
NGC_6868,27.354,0.977,0.581,0.039,0.11,0.001396,0.0001003,0.0001063,46.525,10.513,5.816,302.47542,-48.37989
NGC_6868,29.307,0.977,0.51,0.07,0.321,0.00186,0.000115,0.0001206,33.724,21.716,6.382,302.47542,-48.37989
NGC_6868,31.261,0.977,0.626,0.041,0.038,0.00157,0.0001198,0.0001277,46.345,4.897,5.909,302.47542,-48.37989
NGC_6868,33.215,0.977,0.618,0.03,0.045,0.001697,9.97E-05,0.0001042,43.444,4.668,4.075,302.47542,-48.37989
NGC_6868,35.169,0.977,0.618,0.03,0.045,0.001552,9.82E-05,0.0001031,46.104,5.07,4.506,302.47542,-48.37989
NGC_6868,37.123,0.977,0.618,0.03,0.045,0.001695,8.23E-05,8.51E-05,43.473,4.419,3.703,302.47542,-48.37989
NGC_6868,39.077,0.977,0.618,0.03,0.045,0.001263,9.79E-05,0.0001045,52.894,6.234,5.854,302.47542,-48.37989
NGC_6868,41.03,0.977,0.618,0.03,0.045,0.001137,4.95E-05,4.97E-05,56.743,5.605,4.556,302.47542,-48.37989
NGC_5129,1.16,1.16,0.642,0.021,0.02,0.09865,0.001864,0.00187,3.007,0.13,0.138,201.0416,13.97551
NGC_5129,3.479,1.16,0.76,0.03,0.028,0.02111,0.0006136,0.0006134,9.95,0.548,0.598,201.0416,13.97551
NGC_5129,5.798,1.16,0.805,0.031,0.049,0.01571,0.0006326,0.0006384,12.835,1.094,0.868,201.0416,13.97551
NGC_5129,8.117,1.16,0.959,0.064,0.097,0.009126,0.000539,0.0005547,21.96,2.962,2.466,201.0416,13.97551
NGC_5129,11.595,2.319,0.992,0.045,0.055,0.005936,0.0002456,0.0002522,30.26,2.44,2.302,201.0416,13.97551
NGC_5129,16.233,2.319,0.992,0.057,0.075,0.003874,0.000231,0.0002417,40.218,4.449,4.178,201.0416,13.97551
NGC_5129,20.871,2.319,1.017,0.04,0.057,0.003116,0.0001663,0.0001729,47.671,4.205,3.797,201.0416,13.97551
NGC_5129,25.509,2.319,1.019,0.045,0.062,0.002072,0.0001735,0.0001863,62.699,6.889,7.014,201.0416,13.97551
NGC_5129,30.147,2.319,1.014,0.042,0.053,0.002344,0.0001281,0.0001333,57.472,4.902,4.764,201.0416,13.97551
NGC_5129,34.785,2.319,0.878,0.063,0.039,0.001739,0.0001375,0.000147,60.718,5.568,8.302,201.0416,13.97551
NGC_5129,39.423,2.319,0.944,0.047,0.083,0.002093,9.65E-05,9.96E-05,57.699,6.631,4.873,201.0416,13.97551
NGC_5129,44.061,2.319,0.973,0.053,0.052,0.001553,0.000119,0.0001268,72.541,7.174,8.419,201.0416,13.97551
NGC_5129,48.699,2.319,0.835,0.054,0.07,0.002097,0.0001161,0.000121,50.97,5.921,5.489,201.0416,13.97551
NGC_5129,53.337,2.319,0.775,0.044,0.058,0.001428,0.0001303,0.0001412,61.12,7.773,8.112,201.0416,13.97551
NGC_5129,59.135,3.479,0.832,0.03,0.038,0.001285,3.95E-05,3.94E-05,70.389,4.555,4.069,201.0416,13.97551
ABELL_S0463,9.75,9.75,3.043,0.39,0.457,0.003373,0.0002853,0.0003027,135.294,26.376,27.214,67.15594,-53.84181
ABELL_S0463,25.351,5.85,2.811,0.32,0.411,0.00261,0.0001686,0.0001746,148.293,26.881,24.669,67.15594,-53.84181
ABELL_S0463,35.101,3.9,2.592,0.254,0.368,0.001237,0.000278,0.0003556,224.973,56.38,84.623,67.15594,-53.84181
ABELL_S0463,42.902,3.9,2.431,0.213,0.336,0.001863,0.0001491,0.0001569,160.524,29.13,24.637,67.15594,-53.84181
ABELL_S0463,50.702,3.9,2.412,0.325,0.327,0.0007243,0.0002852,0.0005301,299.093,91.917,517.016,67.15594,-53.84181
ABELL_S0463,56.552,1.95,2.398,0.409,0.32,0.001658,0.0002416,0.0002785,171.21,35.738,55.336,67.15594,-53.84181
ABELL_S0463,60.452,1.95,2.389,0.465,0.316,0.002787,0.0001453,0.0001508,120.636,19.442,28.903,67.15594,-53.84181
ABELL_S0463,66.302,3.9,2.4,0.434,0.346,0.001317,0.0001394,0.0001534,199.674,39.864,56.374,67.15594,-53.84181
ABELL_S0463,74.103,3.9,2.428,0.328,0.407,0.001009,0.0001488,0.0001719,241.296,58.034,68.969,67.15594,-53.84181
ABELL_S0463,81.903,3.9,2.336,0.306,0.416,0.001176,0.0001133,0.0001255,209.709,47.647,45.998,67.15594,-53.84181
ABELL_S0463,89.703,3.9,2.134,0.359,0.379,0.001157,0.0001041,0.0001145,193.608,43.273,48.856,67.15594,-53.84181
ABELL_S0463,97.504,3.9,2.087,0.358,0.336,0.0008596,0.000116,0.0001321,230.9,52.808,71.393,67.15594,-53.84181
ABELL_S0463,105.304,3.9,2.185,0.305,0.287,0.0007355,0.0001105,0.0001304,268.136,55.938,79.927,67.15594,-53.84181
ABELL_S0463,113.104,3.9,2.349,0.268,0.31,0.0008669,8.23E-05,9.10E-05,258.405,47.281,51.525,67.15594,-53.84181
ABELL_S0463,120.904,3.9,2.577,0.244,0.402,0.0008416,7.29E-05,8.11E-05,289.066,58.199,49.434,67.15594,-53.84181
ABELL_S0463,128.705,3.9,2.469,0.269,0.388,0.0007819,7.32E-05,8.30E-05,290.889,59.965,56.741,67.15594,-53.84181
ABELL_S0463,136.505,3.9,2.045,0.341,0.277,0.001005,6.14E-05,6.53E-05,203.846,34.398,44.903,67.15594,-53.84181
ABELL_S0463,144.305,3.9,2.213,0.367,0.361,0.0004203,0.0001125,0.0001569,394.364,112.607,233.293,67.15594,-53.84181
ABELL_S0463,152.106,3.9,2.943,0.348,0.632,0.0006868,5.69E-05,6.68E-05,378.115,96.495,74.571,67.15594,-53.84181
ABELL_S0463,159.906,3.9,3.325,0.399,0.726,0.0006087,6.14E-05,7.07E-05,462.894,123.587,99.985,67.15594,-53.84181
ABELL_S0463,167.706,3.9,3.373,0.515,0.653,0.0004634,8.16E-05,0.000108,563.257,155.604,211.682,67.15594,-53.84181
ABELL_S0463,173.556,1.95,3.175,0.489,0.575,0.0007158,0.0001031,0.0001267,396.814,99.803,124.609,67.15594,-53.84181
ABELL_S0463,177.457,1.95,2.969,0.435,0.517,0.0006179,0.0001163,0.0001563,409.219,107.939,160.554,67.15594,-53.84181
ABELL_S0463,181.357,1.95,2.764,0.381,0.459,0.0009286,8.21E-05,9.75E-05,290.391,61.519,65.358,67.15594,-53.84181
ABELL_S0463,185.257,1.95,2.689,0.363,0.456,0.000867,8.69E-05,0.0001104,295.72,65.274,71.776,67.15594,-53.84181
ABELL_S0463,191.107,3.9,2.577,0.336,0.451,0.0009473,4.10E-05,5.58E-05,267.131,52.908,47.269,67.15594,-53.84181
ABELL_S0463,198.907,3.9,2.745,0.365,0.498,0.0008006,4.04E-05,6.26E-05,318.418,66.226,62.471,67.15594,-53.84181
ABELL_S0463,206.708,3.9,3.221,0.458,0.597,0.001111,-0.0009598,0.001,300.277,-623.823,1291.47,67.15594,-53.84181
ABELL_S0463,214.508,3.9,3.455,0.503,0.646,0.001,1.33E-05,3.26E-05,345.494,67.06,59.131,67.15594,-53.84181
ABELL_0193,4.758,4.758,4.513,0.538,0.442,0.01596,0.001063,0.001102,71.197,9.675,12.38,21.28192,8.69919
ABELL_0193,14.273,4.758,4.512,0.538,0.442,0.004652,0.0008208,0.0009821,161.916,30.86,50.335,21.28192,8.69919
ABELL_0193,21.409,2.379,4.446,0.524,0.449,0.005412,0.0008033,0.0009148,144.239,25.987,38.174,21.28192,8.69919
ABELL_0193,26.167,2.379,4.403,0.514,0.453,0.005344,0.0006555,0.0007331,144.039,24.419,33.461,21.28192,8.69919
ABELL_0193,30.924,2.379,4.359,0.505,0.458,0.005742,0.0005177,0.000556,135.935,21.075,26.409,21.28192,8.69919
ABELL_0193,35.682,2.379,4.316,0.495,0.462,0.005046,0.0004961,0.0005429,146.712,23.628,29.727,21.28192,8.69919
ABELL_0193,40.439,2.379,4.326,0.441,0.427,0.004742,0.0004207,0.000454,153.268,22.754,27.339,21.28192,8.69919
ABELL_0193,45.197,2.379,4.336,0.386,0.393,0.003228,0.0004892,0.0005666,198.492,34.215,47.375,21.28192,8.69919
ABELL_0193,49.954,2.379,4.341,0.333,0.36,0.005393,0.0002589,0.0002664,141.149,15.677,16.046,21.28192,8.69919
ABELL_0193,54.712,2.379,4.129,0.329,0.34,0.003428,0.0003629,0.0003971,181.639,25.781,31.246,21.28192,8.69919
ABELL_0193,59.47,2.379,3.918,0.325,0.321,0.004107,0.0002898,0.0003049,152.766,18.744,21.397,21.28192,8.69919
ABELL_0193,64.227,2.379,3.711,0.321,0.302,0.003899,0.0002879,0.000306,149.824,18.571,22.075,21.28192,8.69919
ABELL_0193,68.985,2.379,3.684,0.32,0.297,0.003508,0.0002873,0.0003079,159.554,20.344,24.798,21.28192,8.69919
ABELL_0193,73.742,2.379,3.656,0.318,0.291,0.003697,0.0002495,0.0002633,152.916,18.176,21.707,21.28192,8.69919
ABELL_0193,78.5,2.379,3.634,0.317,0.287,0.002652,0.0003086,0.0003437,189.683,27.357,36.564,21.28192,8.69919
ABELL_0193,83.257,2.379,3.802,0.33,0.331,0.003804,0.0002036,0.0002117,156.009,18.466,20.143,21.28192,8.69919
ABELL_0193,88.015,2.379,3.969,0.343,0.376,0.002793,0.0002485,0.0002685,200.147,28.947,32.441,21.28192,8.69919
ABELL_0193,92.773,2.379,4.127,0.385,0.43,0.002987,0.0002165,0.0002297,198.99,28.865,30.51,21.28192,8.69919
ABELL_0193,97.53,2.379,4.274,0.457,0.495,0.003243,0.0001871,0.0001953,195.085,28.907,29.965,21.28192,8.69919
ABELL_0193,102.288,2.379,4.351,0.529,0.521,0.001969,0.0002789,0.00032,276.988,53.747,72.685,21.28192,8.69919
ABELL_0193,107.045,2.379,4.362,0.604,0.51,0.003671,0.0001528,0.0001569,183.295,25.777,31.544,21.28192,8.69919
ABELL_0193,111.803,2.379,4.369,0.572,0.483,0.001781,0.0002765,0.0003225,297.344,57.124,86.863,21.28192,8.69919
ABELL_0193,116.56,2.379,4.372,0.441,0.44,0.003268,0.0001456,0.00015,198.508,25.085,26.96,21.28192,8.69919
ABELL_0193,121.318,2.379,4.379,0.407,0.44,0.00182,0.0002264,0.0002567,293.716,49.37,61.533,21.28192,8.69919
ABELL_0193,126.076,2.379,4.39,0.465,0.48,0.002874,0.0001381,0.0001428,217.156,29.727,31.305,21.28192,8.69919
ABELL_0193,130.833,2.379,4.08,0.455,0.452,0.002056,0.0001783,0.0001921,252.29,40.068,47.097,21.28192,8.69919
ABELL_0193,135.591,2.379,3.471,0.382,0.36,0.00244,0.0001494,0.0001567,191.489,26.544,30.697,21.28192,8.69919
ABELL_0193,140.348,2.379,3.191,0.335,0.314,0.002509,0.000143,0.0001492,172.822,22.675,26.088,21.28192,8.69919
ABELL_0193,145.106,2.379,3.216,0.311,0.311,0.002534,0.0001369,0.0001425,173.057,22.128,24.179,21.28192,8.69919
ABELL_0193,149.863,2.379,3.257,0.29,0.31,0.002121,0.0001545,0.000164,197.267,26.96,29.379,21.28192,8.69919
ABELL_0193,154.621,2.379,3.562,0.318,0.349,0.002016,0.0001435,0.000152,223.214,30.906,32.975,21.28192,8.69919
ABELL_0193,159.379,2.379,3.867,0.346,0.388,0.002419,0.0001101,0.0001135,214.596,27.188,26.829,21.28192,8.69919
ABELL_0193,164.136,2.379,4.145,0.373,0.423,0.001356,0.0001743,0.0001969,338.307,58.086,71.083,21.28192,8.69919
ABELL_0193,168.894,2.379,3.983,0.367,0.396,0.002378,0.0001037,0.0001067,223.557,27.856,28.166,21.28192,8.69919
ABELL_0193,173.651,2.379,3.822,0.361,0.368,0.00187,0.0001287,0.0001361,251.79,34.118,37.987,21.28192,8.69919
ABELL_0193,178.409,2.379,3.667,0.356,0.342,0.002005,0.0001195,0.0001251,230.632,29.425,33.46,21.28192,8.69919
ABELL_0193,183.166,2.379,3.607,0.365,0.342,0.002188,0.0001056,0.0001092,213.995,26.267,29.813,21.28192,8.69919
ABELL_0193,187.924,2.379,3.546,0.374,0.341,0.0006851,0.0002754,0.0005219,456.293,127.097,856.186,21.28192,8.69919
ABELL_0193,192.682,2.379,3.486,0.383,0.341,0.00209,0.0001027,0.0001063,213.25,26.925,31.791,21.28192,8.69919
ABELL_0193,197.439,2.379,3.565,0.39,0.362,0.001739,0.0001201,0.000127,246.498,34.706,41.171,21.28192,8.69919
ABELL_0193,202.197,2.379,3.728,0.397,0.397,0.002209,9.31E-05,9.57E-05,219.759,28.722,30.711,21.28192,8.69919
ABELL_0193,209.333,4.758,3.968,0.408,0.447,0.00153,6.84E-05,7.05E-05,298.807,41.311,41.231,21.28192,8.69919
ABELL_0193,218.848,4.758,4.113,0.414,0.478,0.001377,3.45E-05,3.44E-05,332.294,43.424,39.664,21.28192,8.69919
ABELL_2744,11.339,11.339,10.668,1.273,1.241,0.01045,0.001336,0.001471,223.221,41.174,53.24,3.58137,-30.39173
ABELL_2744,34.017,11.339,10.668,1.273,1.241,0.006346,0.0005928,0.0006404,311.233,52.103,62.743,3.58137,-30.39173
ABELL_2744,56.695,11.339,10.788,1.293,1.237,0.005439,0.0003673,0.0003861,348.817,53.155,61.449,3.58137,-30.39173
ABELL_2744,79.373,11.339,11.016,1.33,1.229,0.004536,0.0002889,0.0003039,402.005,59.245,69.843,3.58137,-30.39173
ABELL_2744,102.052,11.339,11.244,1.367,1.221,0.00538,0.0001803,0.0001866,366.218,46.86,54.299,3.58137,-30.39173
ABELL_2744,124.73,11.339,11.664,1.439,1.255,0.004118,0.0001795,0.0001877,453.954,60.213,72.129,3.58137,-30.39173
ABELL_2744,147.408,11.339,12.265,1.546,1.33,0.004103,0.0001455,0.0001508,478.572,61.687,73.933,3.58137,-30.39173
ABELL_2744,170.086,11.339,12.423,1.58,1.313,0.003948,0.0001251,0.0001292,497.289,61.711,75.806,3.58137,-30.39173
ABELL_2744,192.764,11.339,12.166,1.546,1.21,0.003673,0.0001135,0.0001171,511.059,60.084,77.528,3.58137,-30.39173
ABELL_2744,215.442,11.339,11.443,1.42,1.081,0.003437,0.0001039,0.0001072,502.48,56.408,74.393,3.58137,-30.39173
ABELL_2744,238.12,11.339,10.292,1.207,0.927,0.003467,8.87E-05,9.10E-05,449.268,47.273,61.682,3.58137,-30.39173
ABELL_2744,260.798,11.339,10.248,1.179,0.928,0.003218,8.31E-05,8.53E-05,470.153,49.778,63.544,3.58137,-30.39173
ABELL_2744,283.477,11.339,11.218,1.318,1.072,0.003026,7.73E-05,7.93E-05,536.155,59.306,73.689,3.58137,-30.39173
ABELL_2744,306.155,11.339,11.411,1.349,1.151,0.002242,9.01E-05,9.39E-05,666.221,82.718,100.307,3.58137,-30.39173
ABELL_2744,328.833,11.339,10.901,1.282,1.171,0.002761,6.56E-05,6.72E-05,553.824,67.183,75.374,3.58137,-30.39173
ABELL_2744,351.511,11.339,10.407,1.17,1.101,0.002258,6.96E-05,7.19E-05,604.75,74.803,82.635,3.58137,-30.39173
ABELL_2744,374.189,11.339,9.929,1.017,0.948,0.001996,6.82E-05,7.06E-05,626.398,72.338,80.925,3.58137,-30.39173
ABELL_2744,396.867,11.339,9.649,1.036,0.874,0.002041,6.03E-05,6.21E-05,599.639,64.8,78.208,3.58137,-30.39173
