name,RA_h,RA_m,RA_s,DecSign,DecAbsDeg,DEC_m,DEC_s,RA_deg,DEC_deg,redshift,Rin,Rout,scaleR,R2500,R2500e,R500,R500e,T2500,T2500e,T500,T500e,K0,K0err,K100,K100err,spec_kT,spec_kT_err,spec_Z,spec_Z_err,Fx,Fx_err,Lx,Lx_err,LXrest,LXrest_err,LXbol,LXbol_err,radial_profile,dof,spec_X2r,max_ap,wtkT,wtkTe,wtZ,wtZe,obsIDs_good,obsIDs_all
--,h,m,s,DE-,DEd,m,s,degree,degree,--,scaleR,scaleR,--,kpc,kpc,kpc,kpc,keV,keV,keV,keV,keV cm2,keV cm2,keV cm2,keV cm2,keV,keV,Zsun,Zsun,erg/s/cm2,erg/s/cm2,erg/s,erg/s,erg/s,erg/s,erg/s,erg/s,--,--,--,arcmin,keV,keV,Zsun,Zsun,--,--
ACCEPT2 cluster name,Right Ascension J2000 (hours),Right Ascension J2000 (minutes),Right Ascension J2000 (seconds),Declination J2000 (sign),Declination J2000 (degrees),Declination J2000 (minutes),Declination J2000 (Seconds),Right Ascension J2000 (decimal degrees),Declination J2000 (decimal degrees),Redshift,Inner radius,Outer radius,Radius scale,R2500 radius,R2500 radius error,R500 radius,R500 radius error,Average temperature R2500,Average temperature R2500 error,Average temperature R500,Average temperature R500 error,Central entropy,Central entropy error,Entropy at 100kpc,Entropy at 100kpc error,Temperature,Temperature error,Metallicity,Metallicity error,--,--,--,--,--,--,--,--,--,--,--,Maximum aperature,--,--,--,--,observation ID,observation ID
SPT-CL_J2344-4243,23,44,44,-,42,43,12.51,356.18335,-42.72014,0.62,0.3,1,R2500     ,529,74,1207,207,10.038,1.797,10.515,2.353,nan,nan,nan,nan,9.981,1.819,1.14E-01,1.34E-01,1.55E-12,9.75E-14,2.50E+45,1.57E+44,2.18E+45,1.38E+44,3.58E+45,2.26E+44,None      ,1022,1.096,1.301,nan,nan,nan,nan,[13401]   ,[13401]
ABELL_2657,23,44,57.3,+,9,11,31.58,356.23889,9.19211,0.04,0.3,1,R2500     ,403,9,902,26,3.549,0.108,3.459,0.101,nan,nan,nan,nan,3.374,0.11,2.54E-01,4.10E-02,1.54E-11,4.17E-13,5.67E+43,1.53E+42,5.67E+43,1.53E+42,7.42E+43,2.01E+42,./proj_profs/ABELL_2657_kTZ.dat,1022,3.162,8.553,3.567,0.307,0.302,0.165,[4941]    ,[4941]
SPT-CLJ2345-6405,23,44,59.6,-,64,5,46.53,356.24849,-64.09626,0.94,0.3,1,R2500     ,379,81,798,128,7.629,1.761,6.786,1.201,nan,nan,nan,nan,7.9,1.51,7.20E-02,1.28E-01,1.40E-13,1.03E-14,6.33E+44,4.66E+43,5.72E+44,4.21E+43,8.66E+44,6.38E+43,None      ,1022,1.095,0.799,nan,nan,nan,nan,[13500]   ,[13500]
HCG_097   ,23,47,23,-,2,18,1.78,356.84591,-2.30049,0.022,0.3,1,R2500     ,197,14,458,43,0.955,0.103,0.954,0.108,nan,nan,90.3,5.5,0.812,0.035,1.35E-01,3.00E-02,6.77E-13,9.05E-14,7.10E+41,9.49E+40,7.17E+41,9.59E+40,1.15E+42,1.54E+41,./proj_profs/HCG_097_kTZ.dat,1022,1.166,7.57,nan,nan,nan,nan,[4988]    ,[4988]
ABELL_4038,23,47,45,-,28,8,26.11,356.93743,-28.14059,0.028,0.3,1,R2500     ,369,7,869,24,3,0.046,3.191,0.042,nan,nan,nan,nan,2.855,0.044,3.29E-01,2.40E-02,2.16E-11,3.62E-13,3.82E+43,6.42E+41,3.83E+43,6.43E+41,4.99E+43,8.37E+41,./proj_profs/ABELL_4038_kTZ.dat,1022,3.54,11.01,2.878,0.263,0.286,0.118,[4992]    ,[4992]
ABELL_S1150,23,47,49.3,-,35,35,12.1,356.95552,-35.58669,0.261,0.3,1,R2500     ,453,72,1107,215,5.325,1.329,6.192,1.972,nan,nan,nan,nan,5.221,1.32,2.30E-01,2.91E-01,4.17E-13,5.06E-14,8.60E+43,1.04E+43,8.46E+43,1.03E+43,1.15E+44,1.40E+43,None      ,1022,1.079,1.889,nan,nan,nan,nan,[10484]   ,[10484]
ABELL_2665,23,50,50.6,+,6,9,1.15,357.71085,6.15032,0.056,0.3,1,R2500     ,458,18,1035,44,4.544,0.293,4.544,0.315,nan,nan,nan,nan,4.553,0.294,3.10E-01,9.50E-02,6.67E-12,2.48E-13,4.79E+43,1.78E+42,4.77E+43,1.77E+42,6.35E+43,2.36E+42,./proj_profs/ABELL_2665_kTZ.dat,1022,1.412,7.162,nan,nan,nan,nan,[12280]   ,[12280]
ABELL_2667,23,51,39.4,-,26,5,1.45,357.91414,-26.08374,0.23,0.3,1,R2500     ,556,32,1321,93,7.508,0.672,8.389,0.892,19.1,2.2,93,5.6,7.604,0.677,1.63E-01,8.40E-02,5.26E-12,1.40E-13,8.12E+44,2.16E+43,7.74E+44,2.06E+43,1.16E+45,3.08E+43,./proj_profs/ABELL_2667_kTZ.dat,1022,1.046,2.547,nan,nan,nan,nan,[2214]    ,[2214]
ABELL_2670,23,54,13.7,-,10,25,9.02,358.55709,-10.41917,0.076,0.3,1,R2500     ,435,12,966,31,4.21,0.167,4.046,0.178,30,4.6,125.8,8,4.217,0.168,3.60E-01,6.60E-02,5.23E-12,1.46E-13,7.26E+43,2.03E+42,7.24E+43,2.02E+42,9.56E+43,2.67E+42,./proj_profs/ABELL_2670_kTZ.dat,1022,2.206,5.08,4.001,0.706,0.31,0.114,[4959]    ,[4959]
SPT-CL_J2355-5056,23,55,47.5,-,50,55,41.04,358.94773,-50.92807,0.35,0.3,1,R2500     ,395,53,954,113,4.503,0.911,5.103,0.937,nan,nan,nan,nan,4.536,0.913,2.73E-01,2.02E-01,5.56E-13,6.32E-14,2.27E+44,2.57E+43,2.27E+44,2.58E+43,3.03E+44,3.44E+43,None      ,2047,1.119,1.343,nan,nan,nan,nan,[11998  11746],[11746  11998]
SPT-CL_J2359-5009,23,59,42.8,-,50,10,7.68,359.92834,-50.1688,0.76,0.3,1,R2500     ,294,49,676,114,4.003,0.794,4.097,0.849,nan,nan,nan,nan,4.011,0.806,4.23E-01,2.15E-01,6.27E-14,1.07E-14,1.67E+44,2.84E+43,1.77E+44,3.02E+43,2.33E+44,3.96E+43,None      ,4097,1.006,0.665,nan,nan,nan,nan,[9334  11742  11864  11997],[11742  11864  11997  9334]
