,Name , K0 , err_minus , err_plus , K100 , err_minus .1, err_plus .1, alpha , err_minus .2, err_plus,Name,z,c500,err.7,c,err.8,K_fit_range,RA,DEC,
125,MCXC_J0437.1+0043,39.93917798,4.171809587,4.171809587,88.44724988,8.152909115,8.152909115,1.301028837,0.079186829,0.079186829,MCXC_J0437.1+0043,0.285,7.314,0.318,13.841,0.485,0,4:37:09.546       ,0:43:56.03        ,
50,MCXC_J0439.0+0520,6.154551865,1.596889299,1.596889299,118.3454443,5.101132883,5.101132883,1.066808323,0.044307084,0.044307084,MCXC_J0439.0+0520,0.208,10.409,0.403,16.066,0.504,0,4:39:02.218       ,5:20:43.12        ,
152,MCXC_J0439.0+0715,57.20741694,11.95636792,11.95636792,116.2688287,17.76838355,17.76838355,0.946359041,0.095271712,0.095271712,MCXC_J0439.0+0715,0.23,5.312,0.292,9.287,0.371,0,4:39:00.710       ,7:16:07.64        ,
331,MCXC_J0454.1-0300,193.3504602,20.56101313,20.56101313,49.05293958,20.32162808,20.32162808,1.386521485,0.197272842,0.197272842,MCXC_J0454.1-0300,0.55,4.257,0.213,5.899,0.251,0,4:54:11.004       ,-3:00:52.20       ,
235,MCXC_J0510.7-0801,122.1721219,51.63643834,51.63643834,150.6999096,79.44340219,79.44340219,0.574048752,0.180453235,0.180453235,MCXC_J0510.7-0801,0.2195,3.039,0.234,4.788,0.243,0,5:10:47.643       ,-8:01:39.10       ,
148,MCXC_J0528.2-2942,88.46344223,18.80990161,18.80990161,91.8765955,37.03126744,37.03126744,1.361161083,0.366393307,0.366393307,MCXC_J0528.2-2942,0.1582,2.641,0.347,45.582,2.427,10,5:28:14.723       ,-29:43:14.77      ,
97,MCXC_J0532.9-3701,98.10585443,24.011557,24.011557,128.7718267,35.40553694,35.40553694,1.019584911,0.150742127,0.150742127,MCXC_J0532.9-3701,0.2747,10.226,0.392,8.913,0.361,0,5:32:55.534       ,-37:01:35.13      ,
20,MCXC_J0547.0-3904,10.80401907,2.398419872,2.398419872,124.927998,8.181811691,8.181811691,1.17880041,0.07172017,0.07172017,MCXC_J0547.0-3904,0.21,17.454,0.825,27.106,1.173,0,5:47:01.582       ,-39:04:28.24      ,
311,MCXC_J0819.6+6336,6.463592112,14.10010717,14.10010717,160.3094293,26.19992445,26.19992445,0.695394283,0.133692154,0.133692154,MCXC_J0819.6+6336,0.119,5.876,0.466,20.651,1.014,0,8:19:26.006       ,63:37:26.54       ,
295,MCXC_J1000.5+4409,16.98456922,5.367232164,5.367232164,111.2583016,9.943407751,9.943407751,0.940114082,0.082840679,0.082840679,MCXC_J1000.5+4409,0.154,6.242,0.479,29.489,1.324,0,10:00:32.023      ,44:08:39.70       ,
317,MCXC_J1010.5-1239,22.53130311,50.16576116,50.16576116,227.9846596,73.45601861,73.45601861,0.561447156,0.186808928,0.186808928,MCXC_J1010.5-1239,0.301,3.498,0.303,7.431,0.368,10,10:10:32.311      ,-12:39:56.81      ,
65,MCXC_J1022.0+3830,38.80329833,9.493557565,9.493557565,177.3953364,16.64600721,16.64600721,1.018298916,0.254812766,0.254812766,MCXC_J1022.0+3830,0.0491,-,-,-,-,0,10:22:10.034      ,38:31:23.56       ,
249,MCXC_J1053.7+5452,63.30019963,12.56008447,12.56008447,60.46444948,16.23027072,16.23027072,1.188858822,0.160862178,0.160862178,MCXC_J1053.7+5452,0.0704,2.15,0.901,-,-,0,10:53:32.084      ,54:52:45.30       ,
327,MCXC_J1130.0+3637,21.31577212,2.683327209,2.683327209,119.2637881,8.123517286,8.123517286,1.098028452,0.124095904,0.124095904,MCXC_J1130.0+3637,0.06,19.21,1.213,-,-,3,11:30:02.789      ,36:38:08.27       ,
42,MCXC_J1215.4-3900,275.4463686,63.70049528,63.70049528,71.6477252,105.1279427,105.1279427,1.131345776,0.465606989,0.465606989,MCXC_J1215.4-3900,0.119,1.894,0.34,10.548,0.816,0,12:15:24.644      ,-39:02:10.69      ,
129,MCXC_J1234.2+0947,194.6084942,65.36794118,65.36794118,87.95948874,115.8214334,115.8214334,0.841597667,0.419009303,0.419009303,MCXC_J1234.2+0947,0.229,4.985,0.955,-,-,0,12:34:24.324      ,9:47:21.24        ,
333,MCXC_J1514.9-1523,356.1472657,108.5454484,108.5454484,137.9475843,191.2904716,191.2904716,0.610971761,0.399203652,0.399203652,MCXC_J1514.9-1523,0.2226,1.435,0.172,2.294,0.13,8,15:15:02.556      ,-15:23:21.09      ,
25,MCXC_J1524.2-3154,5.443683405,0.427677232,0.427677232,104.8507793,2.302589668,2.302589668,1.194531542,0.022358342,0.022358342,MCXC_J1524.2-3154,0.1028,5.105,0.117,17.177,0.195,0,15:24:12.831      ,-31:54:16.15      ,
115,MCXC_J1558.3-1410,28.46921709,1.712225593,1.712225593,115.1162585,4.612097293,4.612097293,1.495689645,0.101897367,0.101897367,MCXC_J1558.3-1410,0.097,2.772,0.093,13.082,0.148,30,15:58:21.847      ,-14:09:57.86      ,
149,MCXC_J1750.2+3504,-1.787093439,2.579713567,2.579713567,163.6417247,7.58924352,7.58924352,0.8863562,0.041840304,0.041840304,MCXC_J1750.2+3504,0.171,8.494,0.413,18.564,0.616,0,17:50:16.577      ,35:04:58.17       ,
112,MCXC_J1852.1+5711,9.598311305,7.762803052,7.762803052,168.0696898,13.19666475,13.19666475,0.842811008,0.096691684,0.096691684,MCXC_J1852.1+5711,0.1094,7.7,0.45,-,-,3,18:52:08.815      ,57:11:42.61       ,
336,MCXC_J1853.9+6822,76.43099856,14.61502097,14.61502097,198.8735149,33.89489627,33.89489627,1.401647319,0.384031408,0.384031408,MCXC_J1853.9+6822,0.0928,2.614,0.37,100.673,4.144,15,18:54:02.258      ,68:22:57.72       ,
187,MCXC_J1947.3-7623,17.50251407,8.751802564,8.751802564,179.2173408,16.09750587,16.09750587,0.823969383,0.058773797,0.058773797,MCXC_J1947.3-7623,0.217,10.266,0.405,10.716,0.416,0,19:47:14.904      ,-76:23:44.79      ,
61,MCXC_J2003.5-2323,217.8881298,91.72455968,91.72455968,134.2479185,149.2770206,149.2770206,0.87713494,0.468191278,0.468191278,MCXC_J2003.5-2323,0.3171,7.443,0.403,7.284,0.389,25,20:03:26.970      ,-23:22:57.77      ,
229,MCXC_J2011.3-5725,39.44110021,8.622403451,8.622403451,64.57536935,15.58338126,15.58338126,1.194026343,0.205611322,0.205611322,MCXC_J2011.3-5725,0.2786,5.95,0.457,20.347,1.022,0,20:11:26.803      ,-57:25:10.72      ,
14,MCXC_J2014.8-2430,5.103682011,0.800273119,0.800273119,116.6260714,3.756855821,3.756855821,1.20805382,0.035232592,0.035232592,MCXC_J2014.8-2430,0.1612,11.909,0.207,14.16,0.211,0,20:14:51.741      ,-24:30:32.21      ,
134,MCXC_J2211.7-0349,96.78974631,15.1874606,15.1874606,105.8256642,19.20597525,19.20597525,1.342926521,0.111093585,0.111093585,MCXC_J2211.7-0349,0.27,21.522,0.586,11.798,0.388,0,22:11:45.857      ,-3:49:37.24       ,
44,MCXC_J2218.6-3853,132.838358,15.49794134,15.49794134,47.64027535,17.74789186,17.74789186,1.423374189,0.218879325,0.218879325,MCXC_J2218.6-3853,0.1379,2.144,0.217,8.084,0.356,0,22:18:39.619      ,-38:54:06.19      ,
38,MCXC_J2311.5+0338,85.30271484,14.55623954,14.55623954,121.6714918,17.01651752,17.01651752,1.188989233,0.070641911,0.070641911,MCXC_J2311.5+0338,0.2998,6.673,0.32,7.612,0.345,0,23:11:33.230      ,3:38:08.23        ,
329,MCXC_J2344.2-0422,108.5706686,13.25112291,13.25112291,66.38705156,15.73941885,15.73941885,1.283417266,0.156822545,0.156822545,MCXC_J2344.2-0422,0.0786,1.624,0.234,34.61,1.642,0,23:44:18.524      ,-4:22:52.79       ,
59,MESSIER_089,1.273536201,0.032032665,0.032032665,928.7540411,52.83980209,52.83980209,1.230215008,0.015573013,0.015573013,MESSIER_089,0.0011,1,0.01,24.261,0.456,7,12:35:39.773      ,12:33:23.97       ,
322,MKW_03s,18.04446962,1.755046436,1.755046436,117.2195344,2.723727614,2.723727614,0.910463591,0.029086606,0.029086606,MKW_03s,0.045,1.641,0.083,10.648,0.081,0,15:21:51.929      ,7:42:31.97        ,
316,MKW_04,2.616749312,0.436684194,0.436684194,176.9543155,7.150231789,7.150231789,0.86301744,0.025281438,0.025281438,MKW_04,0.02,6.044,0.198,10.667,0.203,0,12:04:27.218      ,1:53:42.79        ,
320,MZ_10451,11.59111244,10.74617803,10.74617803,73.10975285,20.11307036,20.11307036,0.569013854,0.458737638,0.458737638,MZ_10451,0.0608,0.972,0.016,-,-,0,2:29:45.684       ,-29:37:48.17      ,
139,NGC_0741_GROUP,1.342844568,0.211042328,0.211042328,595.2691605,91.60708944,91.60708944,1.36903379,0.064774669,0.064774669,NGC_0741_GROUP,0.0185,28.968,1.31,17.943,0.882,0,1:56:21.012       ,5:37:38.06        ,
#212,NGC_0766,1.207533149,0.676117297,0.676117297,294.9198004,298.9436148,298.9436148,1.337861588,0.299428032,0.299428032,NGC_0766,0.027,0.954,0.035,56.417,8.019,0,,,
#155,NGC_0777,4.296747282,0.286870278,0.286870278,552.9076608,227.6386255,227.6386255,1.838488658,0.11672204,0.11672204,NGC_0777,0.0167,9.573,0.77,18.649,1.139,4,2:00:14.889       ,31:25:45.69       ,
341,NGC_1132,-1.647523644,0.843255979,0.843255979,112.2935527,3.304948934,3.304948934,0.663272548,0.03476702,0.03476702,NGC_1132,0.0231,6.905,1.067,12.948,0.725,0,2:52:51.923       ,-1:16:26.46       ,
158,NGC_2563_GROUP,1.361985969,0.679275305,0.679275305,930.5425866,51.35529,51.35529,1.317907053,0.037016116,0.037016116,NGC_2563_GROUP,0.0163,-,-,-,-,2,8:20:35.644       ,21:04:04.38       ,
#291,NGC_3209,3.264831431,0.846405836,0.846405836,182.7005588,297.5260704,297.5260704,1.216975991,0.526820067,0.526820067,NGC_3209,0.0209,-,-,-,-,0,,,
23,NGC_3402_GROUP,1.665973716,0.118794875,0.118794875,93.94195396,2.838675779,2.838675779,0.954959506,0.019988669,0.019988669,NGC_3402_GROUP,0.0154,3.34,0.289,16.732,0.313,0,10:50:26.124      ,-12:50:41.75      ,
30,NGC_3551,-21.01900584,22.50955701,22.50955701,218.2037521,37.10389176,37.10389176,0.490544523,0.316762812,0.316762812,NGC_3551,0.032,11.49,1.311,-,-,10,11:09:44.233      ,21:45:33.74       ,
215,NGC_4104_GROUP,0.020932278,0.395778231,0.395778231,871.3536931,94.1399901,94.1399901,1.315719466,0.043625955,0.043625955,NGC_4104_GROUP,0.0283,19.778,0.852,-,-,16,12:06:38.974      ,28:10:29.93       ,
131,NGC_4325_GROUP,3.283555985,0.200836857,0.200836857,110.6591677,3.216466396,3.216466396,1.288758462,0.025898564,0.025898564,NGC_4325_GROUP,0.0252,1.344,0.243,15.733,0.295,0,12:23:06.550      ,10:37:19.80       ,
116,NGC_4636,0.800963174,0.091220766,0.091220766,228.9371405,13.52757636,13.52757636,1.024891914,0.022026685,0.022026685,NGC_4636,0.0031,2.596,0.12,9.92,0.116,0,12:42:49.855      ,2:41:15.86        ,
313,NGC_4759_GROUP,2.485219547,0.104283269,0.104283269,168.1491512,8.097450193,8.097450193,1.15558416,0.024648554,0.024648554,NGC_4759_GROUP,0.0147,2.147,0.112,22.482,0.24,0,12:53:05.741      ,-9:12:15.62       ,
124,NGC_4782-3,3.197232656,0.756046676,0.756046676,309.1221625,63.04906184,63.04906184,1.246297368,0.09964881,0.09964881,NGC_4782-3,0.0154,19.632,1.357,-,-,2,12:54:36.101      ,-12:33:38.68      ,
172,NGC_4839,-26.39713728,15.22031292,15.22031292,856.0667991,103.8246168,103.8246168,0.77681762,0.114367583,0.114367583,NGC_4839,0.0246,-,-,-,-,22,12:57:24.401      ,27:29:51.85       ,
7,NGC_5044,1.304865131,0.142564759,0.142564759,47.72892142,1.7658184,1.7658184,0.721984537,0.022231879,0.022231879,NGC_5044,0.0093,1.36,0.23,6.228,0.046,21,13:15:23.947      ,-16:23:07.62      ,
324,NGC_5098_GROUP,4.79794339,0.943555701,0.943555701,129.7160374,6.624973238,6.624973238,1.159503875,0.060367893,0.060367893,NGC_5098_GROUP,0.0366,5.521,0.643,-,-,0,13:20:14.650      ,33:08:33.07       ,
162,NGC_5129,-0.456869972,0.65894497,0.65894497,212.4188121,33.87903458,33.87903458,0.922983782,0.074660067,0.074660067,NGC_5129,0.023,11.372,0.794,-,-,7,13:24:09.984      ,13:58:31.82       ,
15,NGC_5171,41.30370841,17.84211569,17.84211569,103.6501213,84.83313212,84.83313212,0.987389638,0.735182188,0.735182188,NGC_5171,0.0229,-,-,0.516,0.055,0,13:29:24.956      ,11:45:45.32       ,
285,NGC_6269,1.305026813,1.931679306,1.931679306,279.7092512,47.55836346,47.55836346,0.892107334,0.099685944,0.099685944,NGC_6269,0.0348,9.954,0.614,-,-,35,16:57:58.110      ,27:51:14.62       ,
196,NGC_6482,0.836611267,0.24262418,0.24262418,75.09467651,9.968469658,9.968469658,0.826018745,0.057435501,0.057435501,NGC_6482,0.0131,9.279,0.513,23.417,0.844,0,17:51:48.743      ,23:04:18.67       ,
161,NGC_6868,0.697631475,0.554266428,0.554266428,564.7727079,228.7917113,228.7917113,1.219323574,0.118604169,0.118604169,NGC_6868,0.0095,12.534,1.089,-,-,22,20:09:54.100      ,-48:22:47.62      ,
239,NGC_7618,-2.042063562,0.973687424,0.973687424,54.09464561,3.680262684,3.680262684,0.509597387,0.056905989,0.056905989,NGC_7618,0.0173,6.201,0.541,69.387,2.333,0,23:19:48.021      ,42:51:11.68       ,
113,NGC4936-offset2,-0.354157409,3.07569606,3.07569606,102.7879128,11.70076723,11.70076723,0.592984906,0.131390321,0.131390321,NGC4936-offset2,0.0103,16.104,2.447,-,-,0,13:04:17.154      ,-30:31:33.85      ,
207,NGC5419-offset1,0.834179122,0.936265937,0.936265937,795.3660428,128.59695,128.59695,1.053099519,0.063932757,0.063932757,NGC5419-offset1,0.0138,-,-,-,-,14,14:03:38.864      ,-33:58:41.86      ,
294,NGC5419-offset2,-1.972578648,1.106804005,1.106804005,423.6847802,52.65848154,52.65848154,0.860784231,0.055867149,0.055867149,NGC5419-offset2,0.0138,-,-,53.292,2.588,0,14:03:38.803      ,-33:58:40.99      ,
293,NSC_J084254+292723,22.86283864,2.042529368,2.042529368,100.8487915,6.188748446,6.188748446,1.545728409,0.106470073,0.106470073,NSC_J084254+292723,0.194,10.305,0.333,21.265,0.549,0,8:42:55.968       ,29:27:26.96       ,
339,NSC_J092017+303027,128.4870946,76.67303402,76.67303402,206.5039247,111.6894245,111.6894245,0.59329519,0.193007346,0.193007346,NSC_J092017+303027,0.2578,3.981,0.421,8.186,0.639,0,9:20:26.515       ,30:29:37.70       ,
259,NSC_J174715+451155,290.6924328,35.20404331,35.20404331,11.49164688,16.42552005,16.42552005,1.75065615,0.185998566,0.185998566,NSC_J174715+451155,0.1565,2.492,0.524,6.1,0.565,0,17:47:14.257      ,45:11:45.53       ,
198,NSCS_J000619+105206,58.42810639,11.0890715,11.0890715,135.6158318,17.23457128,17.23457128,0.908014979,0.08407678,0.08407678,NSCS_J000619+105206,0.167,4.685,0.305,15.786,0.611,0,0:06:20.290       ,10:51:51.46      ,
60,NSCS_J122648+215157,57.71948801,16.38793688,16.38793688,120.6739976,26.52069725,26.52069725,0.91092991,0.164047989,0.164047989,NSCS_J122648+215157,0.37,3.487,0.321,-,-,14,12:26:50.962      ,21:49:57.35      ,
64,NSCS_J135021+094042,-6.288573339,1.540898762,1.540898762,172.1897528,5.844069701,5.844069701,0.831499512,0.040155474,0.040155474,NSCS_J135021+094042,0.09,11.368,0.36,24.78,0.648,0,13:50:21.919      ,9:40:11.36       ,
32,NSCS_J144726+082824,11.21973756,1.701149475,1.701149475,195.74596,8.898485829,8.898485829,1.555541492,0.061483897,0.061483897,NSCS_J144726+082824,0.1954,-,-,26.597,0.668,0,14:47:26.634      ,8:28:25.31       ,
225,NSCS_J145715+222009,12.77931414,1.246583182,1.246583182,80.99168141,3.026839138,3.026839138,1.135317885,0.026707978,0.026707978,NSCS_J145715+222009,0.2578,5.113,0.12,17.3,0.224,0,14:57:15.089      ,22:20:32.50      ,
0,Ophiuchus_CLUSTER,-22.28053562,1.746935362,1.746935362,259.3840952,2.600185069,2.600185069,0.513202485,0.013183063,0.013183063,Ophiuchus_CLUSTER,0.028,2.607,0.028,2.626,0.015,0,17:12:27.732      ,-23:22:06.74      ,
264,PKS_0745-19,8.581463682,0.314824263,0.314824263,118.196891,1.028664693,1.028664693,1.167097939,0.011998501,0.011998501,PKS_0745-19,0.1028,3.964,0.035,11.994,0.049,0,7:47:31.435       ,-19:17:39.77      ,
73,PLCKESZ_G167.65+17.64,209.9787778,18.21718362,18.21718362,21.81852979,7.294080041,7.294080041,1.885743222,0.085667898,0.085667898,PLCKESZ_G167.65+17.64,0.174,2.161,0.238,4.062,0.261,5,6:38:03.685       ,47:47:53.91    ,
122,PLCKESZ_G264.41+19.48,94.34654772,40.03736969,40.03736969,176.5745182,56.78643266,56.78643266,0.782983283,0.138708552,0.138708552,PLCKESZ_G264.41+19.48,0.24,6.162,0.392,8.551,0.48,0,10:00:01.616      ,-30:16:37.08   ,
43,PLCKESZ_G286.58-31.25,149.1273857,62.57103648,62.57103648,146.3265608,86.89224406,86.89224406,0.782414471,0.226221079,0.226221079,PLCKESZ_G286.58-31.25,0.21,2.8,0.268,6.719,0.44,0,5:31:28.417       ,-75:10:45.50   ,
167,PLCKESZ_G304.84-41.42,-48.26712337,43.67531794,43.67531794,356.0326502,45.56339746,45.56339746,0.487512825,0.082900035,0.082900035,PLCKESZ_G304.84-41.42,0.41,8.029,0.438,8.113,0.44,0,0:28:05.714       ,-75:37:48.38   ,
111,PLCKESZ_G337.09-25.97,78.31596095,8.850000384,8.850000384,64.34718727,13.71764889,13.71764889,1.663078136,0.191025538,0.191025538,PLCKESZ_G337.09-25.97,0.2636,5.361,0.277,9.729,0.369,12,19:14:37.530      ,-59:28:19.80   ,
3,RBS_0653,27.86244943,4.748824114,4.748824114,164.1536356,10.31505756,10.31505756,0.940643887,0.043116295,0.043116295,RBS_0653,0.2839,4.574,0.184,8.6,0.208,0,5:28:53.040       ,-39:28:15.53      ,
271,RCS_J2327-0204,45.27492263,7.172562918,7.172562918,212.7110378,14.88313855,14.88313855,1.22392656,0.087814292,0.087814292,RCS_J2327-0204,0.2,-,-,31.671,0.734,0,23:27:27.523      ,-2:04:39.00       ,
307,SC_1329-313,167.3303561,16.56714074,16.56714074,61.94400837,24.46632968,24.46632968,1.702901573,0.208316635,0.208316635,SC_1329-313,0.0482,1.739,0.38,-,-,0,13:31:27.606      ,-31:49:16.52      ,
168,SDSS_+137.3+11.0+0.18,88.19962308,16.42519073,16.42519073,99.19423116,23.78779047,23.78779047,1.014556144,0.164583615,0.164583615,SDSS_+137.3+11.0+0.18,0.18,2.587,0.182,10.198,0.328,0,9:09:12.754       ,10:58:32.02    ,
92,SDSS-C4_3062,46.65076502,12.1935842,12.1935842,160.1452061,27.81599433,27.81599433,1.264340112,0.264069342,0.264069342,SDSS-C4_3062,0.0638,-,-,-,-,0,8:10:22.822       ,42:16:26.10       ,
28,SDSS-C4_3072,19.70288545,1.476816274,1.476816274,104.1011483,4.06863399,4.06863399,1.308491975,0.030248661,0.030248661,SDSS-C4_3072,0.164,5.604,0.117,11.988,0.151,0,17:20:09.941      ,26:37:29.10       ,
200,SDSS-C4-DR3_3018,130.9021778,37.89210241,37.89210241,103.0860246,73.25125611,73.25125611,1.068276957,0.657093779,0.657093779,SDSS-C4-DR3_3018,0.051,0.455,0.056,0.487,0.028,12,11:47:18.571      ,55:44:24.05       ,
232,SDSS-C4-DR3_3144,3.097459609,0.714221292,0.714221292,393.634632,61.00644118,61.00644118,1.448277152,0.103510046,0.103510046,SDSS-C4-DR3_3144,0.081,13.323,0.563,245.579,7.397,10,11:59:52.296      ,55:32:05.60       ,
150,SPT-CL_J0615-5746,77.52225221,10.40395323,10.40395323,77.43463037,14.03305365,14.03305365,1.313943979,0.110980648,0.110980648,SPT-CL_J0615-5746,0.972,9.194,0.393,11.566,0.455,0,6:15:51.859       ,-57:46:45.86      ,
191,SPT-CL_J2023-5535,186.1274536,83.93882291,83.93882291,142.2410171,160.6702179,160.6702179,0.758415046,0.646465903,0.646465903,SPT-CL_J2023-5535,0.232,3.811,0.304,4.065,0.311,12,20:23:21.324      ,-55:35:48.28      ,
56,SPT-CLJ2043-5035,15.84805071,3.138106575,3.138106575,82.65294062,8.551140718,8.551140718,1.242214137,0.088744435,0.088744435,SPT-CLJ2043-5035,0.723,18.224,0.919,33.528,1.545,0,20:43:17.535      ,-50:35:32.32      ,
108,SSGC_081,44.51237147,20.29010525,20.29010525,165.3428809,31.98845294,31.98845294,0.613713849,0.12199951,0.12199951,SSGC_081,0.0495,2.629,0.296,10.11,0.362,0,13:29:47.748      ,-31:36:23.54      ,
140,Stephans_Quintet,3.064571692,2.147199832,2.147199832,56.50034262,12.8120863,12.8120863,0.727641446,0.205496815,0.205496815,Stephans_Quintet,0.0215,3.176,0.53,-,-,0,22:35:59.894      ,33:58:19.65       ,
254,UGC_00842,-22.63176688,19.26984379,19.26984379,215.2209118,20.69863003,20.69863003,0.43045587,0.160002655,0.160002655,UGC_00842,0.0452,10.438,0.924,-,-,10,1:18:53.945       ,-1:00:07.52       ,
130,UGC_02748,5.953177375,1.2074622,1.2074622,329.7909607,103.6670689,103.6670689,1.659305062,0.211778458,0.211778458,UGC_02748,0.0302,15.092,0.985,-,-,10,3:27:54.037       ,2:33:41.76        ,
188,UGC_05088_GROUP,3.27476934,3.276974168,3.276974168,104.3212286,8.405614021,8.405614021,0.788463446,0.142245472,0.142245472,UGC_05088_GROUP,0.0274,4.038,0.832,-,-,0,9:33:25.676       ,34:02:53.22       ,
194,UGC_12491,6.962944469,0.490617854,0.490617854,206.1956272,23.39537298,23.39537298,1.540805749,0.084445611,0.084445611,UGC_12491,0.0174,5.315,0.219,18.875,0.455,0,23:18:38.311      ,42:57:29.05       ,
93,UGCl_120,-2.57587068,2.073912524,2.073912524,238.1869901,25.84369847,25.84369847,0.979089048,0.094225595,0.094225595,UGCl_120,0.0293,-,-,-,-,0,8:23:21.642       ,4:22:21.33        ,
96,WARP_J1415.1+3612,-10.5676632,40.95122529,40.95122529,162.6484364,57.3918206,57.3918206,0.455589434,0.216858859,0.216858859,WARP_J1415.1+3612,1.03,36.458,2.617,-,-,0,14:15:10.898      ,36:12:07.93       ,
238,WBL_518,89.36252494,48.07494686,48.07494686,144.1705922,94.67925182,94.67925182,0.405448358,0.307322012,0.307322012,WBL_518,0.027,2.168,0.206,-,-,0,14:40:39.634      ,3:28:13.62        ,
288,WBL_671,-10.88920697,12.28536719,12.28536719,254.0810008,101.2069322,101.2069322,0.702160752,0.394657851,0.394657851,WBL_671,0.051,0.933,0.028,-,-,0,21:37:08.706      ,0:26:45.09        ,
277,WEIN_051,84.17726746,55.15332084,55.15332084,196.2603841,94.34797629,94.34797629,0.420238759,0.257670092,0.257670092,WEIN_051,0.0222,1.739,0.111,2.509,0.098,0,4:50:06.509       ,45:03:03.48       ,
141,WHL_J093820.9+520243,92.45939451,18.08901106,18.08901106,60.01834175,40.97332017,40.97332017,1.255479659,0.545717968,0.545717968,WHL_J093820.9+520243,0.3605,4.49,0.362,11.109,0.554,14,9:38:20.332       ,52:02:53.41     ,
8,WHL_J102339.9+490838,128.0794815,20.58233134,20.58233134,65.20368785,22.41560586,22.41560586,1.253470677,0.176836549,0.176836549,WHL_J102339.9+490838,0.144,3.524,0.257,5.971,0.309,0,10:23:39.889      ,49:08:40.17     ,
70,WHL_J114224.8+583205,459.8512792,44.95779117,44.95779117,14.71344976,25.03173557,25.03173557,1.732358879,0.196746453,0.196746453,WHL_J114224.8+583205,0.3109,2.061,0.191,2.552,0.205,0,11:42:24.138      ,58:31:59.24     ,
303,WHL_J125933.4+600409,327.1141556,56.11776264,56.11776264,36.88866266,80.08089682,80.08089682,1.331717732,0.418066264,0.418066264,WHL_J125933.4+600409,0.33,2.101,0.346,4.578,0.424,0,12:59:33.039      ,60:04:14.14     ,
81,WHL_J131505.2+514902,159.8951474,30.27731774,30.27731774,100.5685407,32.23298153,32.23298153,1.160767575,0.149723117,0.149723117,WHL_J131505.2+514902,0.2911,4.413,0.275,5.834,0.313,0,13:15:04.789      ,51:49:09.38     ,
157,WHL_J135949.5+623047,21.23812114,6.092668,6.092668,181.6356122,13.84323123,13.84323123,1.178894914,0.130621476,0.130621476,WHL_J135949.5+623047,0.3216,8.223,0.316,13.373,0.421,0,13:59:50.525      ,62:31:04.58     ,
209,WHL_J141623.8+444528,18.73369098,17.58297325,17.58297325,104.8763729,37.53422974,37.53422974,0.900022292,0.233405748,0.233405748,WHL_J141623.8+444528,0.3859,6.001,0.785,39.699,3.018,0,14:16:27.945      ,44:46:48.20     ,
330,WHL_J142716.1+440730,12.5949367,3.479032735,3.479032735,135.3891715,10.84380588,10.84380588,1.267343481,0.077587041,0.077587041,WHL_J142716.1+440730,0.4981,51.772,1.792,17.703,0.707,0,14:27:16.133      ,44:07:37.49     ,
193,WHL_J150407.5-024816,9.077241287,0.493563217,0.493563217,82.22770692,2.096417767,2.096417767,1.329203167,0.018843329,0.018843329,WHL_J150407.5-024816,0.2153,8.643,0.108,18.391,0.197,0,15:04:07.416      ,-2:48:15.70     ,
287,ZwCl_0008.8+5215,170.494347,40.7723943,40.7723943,114.9055671,53.51622518,53.51622518,0.932294161,0.198069807,0.198069807,ZwCl_0008.8+5215,0.104,2.606,0.427,-,-,0,0:11:21.498       ,52:31:45.15       ,
143,ZwCl_0040.8+2404,9.047609293,1.164558733,1.164558733,113.8220926,3.726504377,3.726504377,1.135654409,0.04419609,0.04419609,ZwCl_0040.8+2404,0.083,7.033,0.2,14.918,0.285,0,0:43:52.269       ,24:24:19.27       ,
315,ZwCl_0735.7+7421,16.13970535,0.905909003,0.905909003,121.6504413,2.648631028,2.648631028,1.154654392,0.022177451,0.022177451,ZwCl_0735.7+7421,0.216,3.089,0.085,11.719,0.103,11,7:41:44.244       ,74:14:38.22       ,
257,ZwCl_0823.2+0425,72.06302021,16.33082613,16.33082613,90.86872794,25.86213982,25.86213982,1.266908502,0.21533762,0.21533762,ZwCl_0823.2+0425,0.2248,5.572,0.535,400.615,24.641,0,8:25:57.849       ,4:14:49.03        ,
184,ZwCl_0857.9+2107,18.93321712,2.343562881,2.343562881,81.09332868,5.948959041,5.948959041,1.716346475,0.128784917,0.128784917,ZwCl_0857.9+2107,0.23,8.823,0.233,27.145,0.491,8,9:00:36.835       ,20:53:40.34       ,
79,ZwCl_0949.6+5207,4.89507121,8.399460359,8.399460359,129.4238277,12.1951179,12.1951179,1.069764625,0.096876841,0.096876841,ZwCl_0949.6+5207,0.214,3.735,0.12,21.022,0.322,15,9:52:49.183       ,51:53:05.28       ,
55,ZwCl_1006.1+1201,122.6603589,18.25752928,18.25752928,86.03542891,23.76686283,23.76686283,1.18698104,0.175347872,0.175347872,ZwCl_1006.1+1201,0.221,2.583,0.19,10.326,0.355,10,10:08:47.462      ,11:47:36.31       ,
183,ZwCl_1742.1+3306,12.33495451,1.208654361,1.208654361,120.8304806,4.5663044,4.5663044,1.256091232,0.063509511,0.063509511,ZwCl_1742.1+3306,0.0757,2.622,0.085,11.237,0.118,22,17:44:14.515      ,32:59:29.69       ,
